,unique_intersection_id,INTERSECTIONID,FULLINTERSECTION,LONGITUDE,LATITUDE,all_dropoffs,all_pickups,morning_dropoffs,morning_pickups,late_morning_dropoffs,late_morning_pickups,afternoon_dropoffs,afternoon_pickups,evening_dropoffs,evening_pickups,late_evening_dropoffs,late_evening_pickups,cluster_id
482,4165,14155,WASHINGTON CIRCLE NW AND NEW HAMPSHIRE AVENUE NW//NEW HAMPSHIRE AVENUE NW AND WASHINGTON CIRCLE NW,-77.05053189,38.90209652,3022,2904,352,520,606,637,734,604,1009,825,321,318,555
483,4035,19659,15TH STREET NW AND O STREET NW//O STREET NW AND 15TH STREET NW,-77.03456055,38.90870241,3379,2893,296,391,465,369,766,600,1298,999,554,534,5667
484,7226,14382,LOUISIANA AVENUE NW AND 1ST STREET NW//1ST STREET NW AND LOUISIANA AVENUE NW,-77.01217094,38.89285867,3253,2891,424,136,830,782,1065,1009,717,777,217,187,7390
485,5650,-590,INTERSTATE 66 INTERSTATE BN AND I STREET NW,-77.05427611,38.89968908,2786,2884,273,209,473,537,756,670,895,985,389,483,5650
486,2416,15946,Q STREET NW AND 16TH STREET NW//16TH STREET NW AND Q STREET NW,-77.03651756,38.91112389,2674,2878,183,723,392,383,628,514,1064,822,407,436,5667
487,1550,13094,14TH STREET NE AND H STREET NE//H STREET NE AND 14TH STREET NE,-76.98550406,38.90019769,2559,2871,247,404,428,541,606,675,811,736,467,515,6971
488,3983,13082,4TH STREET NW AND E STREET NW//E STREET NW AND 4TH STREET NW,-77.01618009,38.89613235,2959,2870,627,197,677,699,1018,1009,519,832,118,133,6596
489,5802,16607,Q STREET NE AND ECKINGTON PLACE NE//ECKINGTON PLACE NE AND Q STREET NE,-77.00478794,38.91111625,2167,2867,155,579,264,530,476,557,820,798,452,403,5802
490,7662,13212,T STREET NW AND 9TH STREET NW//9TH STREET NW AND T STREET NW,-77.02396796,38.91557032,3613,2850,138,298,415,335,775,561,1398,878,887,778,4230
491,5686,15986,6TH STREET NW AND K STREET NW//K STREET NW AND 6TH STREET NW,-77.01990701,38.90252087,3079,2847,426,448,574,481,747,753,960,838,372,327,589
492,6866,16524,5TH STREET NW AND G STREET NW//G STREET NW AND 5TH STREET NW,-77.01893129,38.89831476,2422,2843,161,135,522,509,646,855,805,870,288,474,3900
493,3826,13531,POTOMAC STREET NW AND M STREET NW//M STREET NW AND POTOMAC STREET NW,-77.06529577,38.90512539,1902,2830,118,139,374,417,547,922,586,882,277,470,5760
494,5398,14141,FAIRMONT STREET NW AND 6TH STREET NW//6TH STREET NW AND FAIRMONT STREET NW,-77.02148672,38.92492054,2972,2828,381,252,692,680,788,793,741,714,370,389,5398
495,1771,15326,9TH STREET NW AND D STREET NW//D STREET NW AND 9TH STREET NW,-77.02397241,38.89479661,2665,2827,525,245,553,730,803,916,604,725,180,211,2542
496,7913,14215,I STREET NW AND 12TH STREET NW//12TH STREET NW AND I STREET NW,-77.02807539,38.90133185,3005,2823,840,270,666,760,673,699,640,875,186,219,2026
497,6437,14698,6TH STREET SW AND 6TH STREET SW//MARYLAND AVENUE SW AND 6TH STREET SW//6TH STREET SW AND MARYLAND AVENUE SW,-77.01991198,38.88688669,2840,2818,193,166,720,569,1118,1117,644,840,165,126,2157
498,3793,15772,H STREET NW AND 13TH STREET NW//13TH STREET NW AND H STREET NW,-77.02963268,38.89980877,3467,2811,709,215,787,706,1018,837,756,882,197,171,8076
499,1962,16277,F STREET NW AND 1ST STREET NW//1ST STREET NW AND 1ST STREET NW//F STREET NW AND F STREET NW//1ST STREET NW AND F STREET NW,-77.01215822,38.89733655,2567,2802,440,159,567,553,687,758,674,944,199,388,1962
500,740,12385,COLUMBUS CIRCLE NE AND 1ST STREET NE//1ST STREET NE AND COLUMBUS CIRCLE NE,-77.0059007,38.89597122,2369,2801,199,202,450,441,860,792,698,1141,162,225,742
501,308,11712,21ST STREET NW AND C STREET NW//C STREET NW AND 21ST STREET NW,-77.04667525,38.89349984,2464,2798,581,117,568,695,690,1029,452,769,173,188,2464
502,2370,16264,K STREET NW AND 9TH STREET NW//9TH STREET NW AND K STREET NW,-77.02401587,38.902521899999996,2233,2786,335,754,510,731,631,534,576,577,181,190,888
503,4556,18138,K STREET SE AND HALF STREET SE//HALF STREET SE AND K STREET SE,-77.00745867,38.87840728,2856,2783,117,321,452,307,608,578,1083,955,596,622,4557
504,4872,11760,36TH STREET NW AND N STREET NW//N STREET NW AND 36TH STREET NW,-77.07029874,38.90670994,2744,2780,307,189,698,678,697,735,695,777,347,401,11
505,4106,17254,22ND STREET NW AND N STREET NW//N STREET NW AND 22ND STREET NW,-77.04880595,38.90723870000001,3127,2780,411,395,454,378,701,547,1057,1005,504,455,2556
506,3808,13054,SPRING PLACE NW AND 16TH STREET NW//16TH STREET NW AND SPRING PLACE NW,-77.03644951,38.93680194,2331,2772,150,510,234,354,550,554,810,792,587,562,3808
507,1785,17215,MASSACHUSETTS AVENUE NW AND DUPONT CIRCLE NW//DUPONT CIRCLE NW AND MASSACHUSETTS AVENUE NW,-77.04416883,38.90989550000001,2246,2772,290,414,648,845,482,649,555,579,271,285,1786
508,2040,17400,THOMAS CIRCLE NW AND 14TH STREET NW,-77.03194904,38.9052926,2820,2765,362,460,520,495,700,648,874,851,364,311,2413
509,4002,16267,DUPONT CIRCLE NW AND MASSACHUSETTS AVENUE NW,-77.04271614,38.90939002,3148,2759,598,471,599,525,699,628,871,817,381,318,1786
510,8070,17827,WISCONSIN AVENUE NW AND O STREET NW//O STREET NW AND WISCONSIN AVENUE NW,-77.06358153,38.90786029,2562,2744,255,222,561,606,709,773,709,805,328,338,6882
511,7225,14929,CONSTITUTION AVENUE NW AND 1ST STREET NW//1ST STREET NW AND CONSTITUTION AVENUE NW,-77.01217346,38.89208746,3641,2742,318,91,1006,752,1340,1092,728,651,249,156,7225
512,6654,15153,M STREET NW AND 21ST STREET NW//21ST STREET NW AND M STREET NW,-77.04664603,38.90562514,3239,2739,726,457,632,637,728,574,827,775,326,296,2556
513,4252,12964,6TH STREET NW AND INDIANA AVENUE NW//INDIANA AVENUE NW AND 6TH STREET NW,-77.01990121,38.89441136,2713,2719,264,156,607,507,888,955,751,829,203,272,2542
514,6671,17834,O STREET NW AND 35TH STREET NW//35TH STREET NW AND O STREET NW,-77.06904165,38.90773224,2249,2711,237,260,536,619,618,737,679,827,179,268,11
515,5274,20325,SOUTH CAPITOL STREET  AND POTOMAC AVENUE SE//POTOMAC AVE SW AND POTOMAC AVENUE SE//SOUTH CAPITOL STREET BN AND POTOMAC AVENUE SW//POTOMAC AVE SE AND POTOMAC AVENUE SW//POTOMAC AVE SW AND SOUTH CAPITOL STREET//POTOMAC AVENUE SE AND SOUTH CAPITOL STREET//POTOMAC AVENUE SW AND POTOMAC AVENUE SE//SOUTH CAPITOL STREET BN AND POTOMAC AVENUE SE//POTOMAC AVENUE SE AND POTOMAC AVENUE SW,-77.00887827,38.87080576,2819,2710,95,223,261,390,687,630,1229,885,547,582,5274
516,772,17600,F STREET NW AND NEW JERSEY AVENUE NW//NEW JERSEY AVENUE NW AND F STREET NW,-77.01186932,38.89733811,2735,2693,640,267,567,655,754,709,540,846,234,216,1962
517,419,18964,HOPKINS STREET NW AND P STREET NW//P STREET NW AND HOPKINS STREET NW,-77.04575762,38.90964125,2478,2691,281,265,497,512,595,666,700,778,405,470,1786
518,5205,12966,MARYLAND AVENUE SW AND 12TH STREET SW//12TH STREET SW AND MARYLAND AVENUE SW,-77.02812256,38.88448551,3264,2683,402,174,645,623,1041,827,896,814,280,245,3939
519,2814,12698,14TH STREET NW AND RANDOLPH STREET NW//RANDOLPH STREET NW AND 14TH STREET NW,-77.03272946,38.93867794,2058,2680,140,573,363,609,411,585,740,520,404,393,2814
520,6461,18916,I STREET SE AND HALF STREET SE//HALF STREET SE AND I STREET SE,-77.00746372,38.87928649,2997,2679,142,359,346,317,639,534,1262,956,608,513,4619
521,2557,17632,N STREET NW AND 23RD STREET NW//23RD STREET NW AND N STREET NW,-77.05010116,38.90724671,2563,2672,604,455,482,627,584,569,625,743,268,278,2556
522,5681,17192,BENNING ROAD NE AND CENTRAL AVENUE NE//CENTRAL AVENUE NE AND BENNING ROAD NE,-76.93768236,38.89007076,855,2665,219,258,157,448,240,761,143,841,96,357,5681
523,6433,11602,D STREET SW AND 4TH STREET SW//4TH STREET SW AND D STREET SW,-77.01755561,38.88507132,2391,2664,310,169,865,704,886,1169,262,554,68,68,3723
524,554,14214,11TH STREET NW AND I STREET NW//I STREET NW AND 11TH STREET NW,-77.02703649,38.90133467,3237,2654,629,249,608,595,779,625,868,867,353,318,2026
525,741,12054,CONSTITUTION AVENUE NE AND 1ST STREET NE//1ST STREET NE AND CONSTITUTION AVENUE NE,-77.00590466,38.89201272,2740,2654,649,189,835,987,850,984,329,434,77,60,1730
526,2783,18249,NEW YORK AVENUE NW AND I STREET NW//I STREET NW AND NEW YORK AVENUE NW,-77.02654217,38.90127155,2849,2641,411,356,524,515,784,657,777,803,353,310,2026
527,1548,17570,11TH STREET NE AND H STREET NE//H STREET NE AND 11TH STREET NE,-76.99152559999997,38.90020036,2400,2625,187,420,288,366,484,511,932,757,509,571,1548
528,3578,15595,SEWARD SQUARE SE AND 4TH STREET SE//PENNSYLVANIA AVENUE SE AND 4TH STREET SE//4TH STREET SE AND SEWARD SQUARE SE//SEWARD SQUARE SE AND PENNSYLVANIA AVENUE SE//4TH STREET SE AND PENNSYLVANIA AVENUE SE//PENNSYLVANIA AVENUE SE AND SEWARD SQUARE SE,-77.00057722,38.8864713,2825,2620,252,168,565,416,709,752,913,859,386,425,3578
529,5213,15594,JEFFERSON DRIVE SW AND 15TH STREET SW//15TH STREET SW AND JEFFERSON DRIVE SW,-77.03300250000002,38.888852299999996,3345,2615,178,128,812,574,1227,959,855,747,273,207,2165
530,7309,13412,8TH STREET NE AND H STREET NE//H STREET NE AND 8TH STREET NE,-76.99496078,38.90020335,2327,2608,128,337,390,448,612,592,826,826,371,405,7309
531,2066,16813,C STREET NW AND 18TH STREET NW//18TH STREET NW AND C STREET NW,-77.04174326,38.89352945,2439,2596,310,145,517,653,767,886,609,684,236,228,5519
532,246,18270,24TH STREET NW AND I STREET NW//I STREET NW AND 24TH STREET NW,-77.05142563,38.90069553,2841,2589,312,400,428,385,643,480,1109,992,349,332,555
533,2219,12763,10TH STREET SW AND FRONTAGE ROAD SW//FRONTAGE ROAD SW AND 10TH STREET SW,-77.02597544,38.88288804,2893,2584,306,109,627,484,1080,929,709,886,171,176,3939
534,2236,12028,3RD STREET SW AND M STREET SW//M STREET SW AND 3RD STREET SW,-77.01520891,38.87645939,2564,2573,114,463,308,441,663,536,945,706,534,427,3722
535,5528,18766,SOUTH CAPITOL STREET AND N STREET SE//SOUTH CAPITOL STREET AND N STREET SW//N STREET SW AND N STREET SE//N STREET SE AND SOUTH CAPITOL STREET//N STREET SW AND SOUTH CAPITOL STREET//N STREET SE AND N STREET SW,-77.00908786,38.87464059,3570,2558,76,115,493,278,778,615,1506,907,717,643,4557
536,6794,18843,WISCONSIN AVENUE NW AND DUMBARTON STREET NW//DUMBARTON STREET NW AND WISCONSIN AVENUE NW,-77.06344784,38.90760898,2341,2541,192,216,404,444,652,688,671,741,422,452,6882
537,5412,13656,NEW YORK AVENUE NW AND 12TH STREET NW//12TH STREET NW AND NEW YORK AVENUE NW,-77.02807220000003,38.90074455,2887,2525,598,167,623,610,759,700,679,848,228,200,2026
538,2894,11771,11TH STREET NW AND L STREET NW//L STREET NW AND 11TH STREET NW,-77.02704427,38.903744399999994,2022,2518,406,715,341,585,488,442,573,584,214,192,2026
539,1666,11448,K STREET NW AND 31ST STREET NW//31ST STREET NW AND K STREET NW,-77.06113491,38.90259405,2281,2515,130,84,285,278,559,606,849,954,458,593,1277
540,8133,15815,1ST STREET SE AND I STREET SE//I STREET SE AND 1ST STREET SE,-77.00587259999998,38.87928343,3179,2505,189,361,473,370,715,506,1214,847,588,421,4619
541,916,16273,NEW HAMPSHIRE AVENUE NW AND N STREET NW//N STREET NW AND NEW HAMPSHIRE AVENUE NW,-77.04568366,38.9072428,2357,2499,286,319,433,526,572,596,714,721,352,337,916
542,1549,17977,NORTH CAPITOL STREET AND H STREET NE//H STREET NE AND NORTH CAPITOL STREET//H STREET NW AND NORTH CAPITOL STREET//NORTH CAPITOL STREET AND H STREET NW//H STREET NW AND H STREET NE//H STREET NE AND H STREET NW,-77.00906326,38.90020822,2738,2484,498,309,628,598,688,651,712,731,212,195,8089
543,7529,19670,A STREET SE AND 19TH STREET SE//19TH STREET SE AND A STREET SE,-76.97725895,38.88867098,1714,2482,565,349,256,474,305,674,458,797,130,188,7529
544,1765,16042,RHODE ISLAND AVENUE NW AND CORREGIDOR STREET NW//CORREGIDOR STREET NW AND RHODE ISLAND AVENUE NW,-77.03542187,38.90763219,2243,2459,237,347,368,441,540,489,733,806,365,376,5667
545,6872,17812,BARRY PLACE NW AND GEORGIA AVENUE NW//GEORGIA AVENUE NW AND BARRY PLACE NW,-77.02205749,38.92096281,2179,2457,243,369,495,643,584,627,534,505,323,313,93
546,2229,18261,MAKEMIE PLACE SW AND K STREET SW//K STREET SW AND MAKEMIE PLACE SW,-77.01892758,38.87845547,2773,2452,153,346,419,347,684,610,990,741,527,408,6435
547,7697,15556,PENNSYLVANIA AVENUE NW AND H STREET NW//H STREET NW AND PENNSYLVANIA AVENUE NW,-77.04198694,38.89969111,2301,2435,603,207,584,709,601,729,380,652,133,138,2670
548,2992,19321,8TH STREET NW AND T STREET NW//T STREET NW AND 8TH STREET NW,-77.02294577,38.91557161,2881,2433,294,291,411,362,647,550,1031,769,498,461,4230
549,3033,14176,NEW JERSEY AVENUE SE AND L STREET SE//L STREET SE AND NEW JERSEY AVENUE SE,-77.00454241,38.87752920000001,3001,2427,331,357,534,438,693,517,970,754,473,361,5534
550,2051,19432,Q STREET NW AND 15TH STREET NW//15TH STREET NW AND Q STREET NW,-77.03455585,38.91112665,2910,2425,272,672,457,471,613,405,1078,588,490,289,5667
551,7581,16013,25TH STREET NW AND I STREET NW//I STREET NW AND 25TH STREET NW,-77.05330744,38.9006972,2424,2425,137,414,370,452,639,506,816,708,462,345,5650
552,7386,15360,DUPONT CIRCLE NW AND NEW HAMPSHIRE AVENUE NW//NEW HAMPSHIRE AVENUE NW AND DUPONT CIRCLE NW,-77.04297709,38.91014227,2795,2424,580,403,509,476,554,474,797,718,355,353,1786
553,4795,19206,MONROE STREET NE AND MICHIGAN AVENUE NE//MICHIGAN AVENUE NE AND MONROE STREET NE,-76.99801766,38.93241235,1743,2410,264,250,380,606,515,726,400,586,184,242,4795
554,6809,19485,10TH STREET NW AND N STREET NW//N STREET NW AND 10TH STREET NW,-77.02598753,38.90723896,3166,2406,318,293,502,389,736,512,1039,693,571,519,8304
555,4083,15893,CHAMPLAIN STREET NW AND EUCLID STREET NW//EUCLID STREET NW AND CHAMPLAIN STREET NW,-77.04138496,38.92307794,2730,2394,240,248,436,379,545,486,989,815,520,466,1924
556,2205,15835,D STREET SE AND D STREET SW//SOUTH CAPITOL STREET AND D STREET SW//SOUTH CAPITOL STREET AND D STREET SE//D STREET SW AND D STREET SE//D STREET SE AND SOUTH CAPITOL STREET//D STREET SW AND SOUTH CAPITOL STREET,-77.00906065,38.88506562,2299,2391,862,234,487,618,539,784,307,637,104,118,2205
557,3485,11616,M STREET SE AND CUSHING PLACE SE//CUSHING PLACE SE AND M STREET SE,-77.0066978,38.87648241,1972,2383,176,515,394,441,535,541,553,545,314,341,5534
558,5449,15654,INDEPENDENCE AVENUE SW AND DANIEL C FRENCH DRIVE SW//DANIEL C FRENCH DRIVE SW AND INDEPENDENCE AVENUE SW,-77.04846779,38.88705653,3085,2370,145,93,666,469,1026,778,922,758,326,272,5449
559,3809,18112,P STREET NW AND 16TH STREET NW//16TH STREET NW AND P STREET NW,-77.03652372,38.90964228,3392,2366,560,381,629,465,689,470,1035,666,479,384,5667
560,6583,15103,12TH STREET SW AND C STREET SW//C STREET SW AND 12TH STREET SW,-77.02812303,38.88597036,2993,2359,159,77,453,246,1066,773,1026,954,289,309,6625
561,2596,11503,18TH STREET NW AND F STREET NW//F STREET NW AND 18TH STREET NW,-77.04170457,38.89735438,2625,2353,738,172,619,610,719,807,447,668,102,96,4153
562,3918,17555,INTERSTATE 395 INTERSTATE AND 14TH STREET SW//14TH STREET SW AND INTERSTATE 395 INTERSTATE,-77.03703903,38.87954147,2443,2337,112,125,539,520,835,757,654,688,303,247,3918
563,1464,20417,2ND STREET NE AND FLORIDA AVENUE NE//FLORIDA AVE NE AND 2ND STREET NE//FLORIDA AVENUE NE AND 2ND STREET NE//2ND STREET NE AND 2ND STREET NE,-77.00338542,38.90837735,2855,2332,313,245,444,359,603,498,934,808,561,422,3141
564,7740,5438,19TH STREET NW AND JEFFERSON PLACE NW//JEFFERSON PLACE NW AND 19TH STREET NW,-77.04344829,38.90645725,2292,2331,475,154,567,428,492,694,561,774,197,281,356
565,7822,19774,EMBASSY PARK DRIVE NW AND MASSACHUSETTS AVENUE NW//MASSACHUSETTS AVENUE NW AND EMBASSY PARK DRIVE NW,-77.08182962,38.93493994,2614,2314,134,170,433,372,751,603,796,723,500,446,7822
566,405,14787,5TH STREET NW AND F STREET NW//F STREET NW AND 5TH STREET NW,-77.0189287,38.897337,2196,2314,258,141,573,514,755,789,472,708,138,162,405
567,8004,14043,WOODLEY ROAD NW AND CONNECTICUT AVENUE NW//CONNECTICUT AVENUE NW AND WOODLEY ROAD NW,-77.05267999,38.92553609,2460,2309,261,231,489,415,675,630,720,724,315,309,1930
568,167,16611,U STREET NW AND FLORIDA AVENUE NW//FLORIDA AVENUE NW AND U STREET NW,-77.04122365,38.91700816,2397,2302,125,355,345,322,516,429,870,671,541,525,1204
569,2524,14981,MCMILLAN DRIVE NW AND 4TH STREET NW//HOWARD PLACE NW AND MCMILLAN DRIVE NW//4TH STREET NW AND HOWARD PLACE NW//HOWARD PLACE NW AND 4TH STREET NW//MCMILLAN DRIVE NW AND HOWARD PLACE NW//4TH STREET NW AND MCMILLAN DRIVE NW,-77.01834695,38.92273549,2458,2298,449,247,672,569,605,720,493,521,239,241,2524
570,3720,16343,C STREET SW AND 3RD STREET SW//3RD STREET SW AND C STREET SW,-77.01520225,38.88604735,2333,2297,633,125,521,545,692,873,402,666,85,88,5500
571,2966,18017,21ST STREET NW AND MASSACHUSETTS AVENUE NW//MASSACHUSETTS AVENUE NW AND 21ST STREET NW,-77.04663136,38.91074949,2225,2282,200,319,443,404,605,537,671,685,306,337,465
572,8029,17147,20TH STREET NW AND MASSACHUSETTS AVENUE NW//MASSACHUSETTS AVENUE NW AND 20TH STREET NW,-77.04488672,38.91014197,2303,2276,296,277,582,613,541,557,641,633,243,196,1786
573,2667,14710,HOLMEAD PLACE NW AND PARK ROAD NW//PARK ROAD NW AND HOLMEAD PLACE NW,-77.03084979,38.930932399999996,1895,2275,122,171,338,364,455,528,644,789,336,423,2667
574,4005,11583,15TH STREET NW AND MASSACHUSETTS AVENUE NW//MASSACHUSETTS AVENUE NW AND 15TH STREET NW,-77.03456788,38.90655867,3115,2275,368,389,464,317,749,376,1118,841,416,352,2413
575,4473,11693,1ST STREET SE AND CANAL STREET SE//CANAL STREET SE AND 1ST STREET SE,-77.00499134,38.87995739,2497,2265,123,239,421,331,569,513,938,788,446,394,4619
576,6891,19435,11TH STREET NW AND P STREET NW//P STREET NW AND 11TH STREET NW,-77.02703612,38.90964496,2442,2264,133,351,269,274,518,393,994,746,528,500,6891
577,2907,19180,NORTH CAPITOL STREET AND M STREET NW//M STREET NW AND M STREET NE//M STREET NE AND NORTH CAPITOL STREET//M STREET NW AND NORTH CAPITOL STREET//NORTH CAPITOL STREET AND M STREET NE//M STREET NE AND M STREET NW,-77.00906292,38.90564767,2692,2264,196,484,391,347,635,401,996,736,474,296,779
578,8379,17478,DUPONT CIRCLE NW AND NEW HAMPSHIRE AVENUE NW,-77.04390967,38.90914579,2530,2263,375,316,480,416,629,546,779,691,267,294,1786
579,7268,13624,1ST STREET NE AND PATTERSON STREET NE//PATTERSON STREET NE AND 1ST STREET NE,-77.00588394,38.90644745,2069,2260,207,304,415,442,509,531,632,685,306,298,7727
580,7937,14752,NEW HAMPSHIRE AVENUE NW AND 24TH STREET NW//24TH STREET NW AND NEW HAMPSHIRE AVENUE NW,-77.05142316,38.90111751,2418,2260,240,457,429,432,593,474,796,625,360,272,555
581,6032,14200,3RD STREET NE AND M STREET NE//M STREET NE AND 3RD STREET NE,-77.00203973,38.905645299999996,2187,2241,458,434,366,430,512,525,579,621,272,231,3141
582,1993,14502,E STREET NW AND 6TH STREET NW//6TH STREET NW AND E STREET NW,-77.01990538,38.89613007,2956,2231,505,143,567,422,835,699,774,702,275,265,6606
583,5703,16888,PROSPECT STREET NW AND POTOMAC STREET NW//POTOMAC STREET NW AND PROSPECT STREET NW,-77.0652139,38.90597864,2539,2219,142,102,501,353,726,672,771,694,399,398,5760
584,1731,17494,D STREET NE AND 2ND STREET NE//2ND STREET NE AND D STREET NE,-77.00351089,38.89478776,2578,2207,420,204,560,458,664,558,738,787,196,200,1731
585,2954,17244,1ST STREET NW AND D STREET NW//D STREET NW AND 1ST STREET NW,-77.01217118,38.89478601,2136,2199,644,213,502,710,512,683,344,474,134,119,7390
586,1402,15429,DELAWARE AVENUE NE AND COLUMBUS CIRCLE NE//COLUMBUS CIRCLE NE AND DELAWARE AVENUE NE,-77.0067661,38.89591988,2423,2198,137,115,441,310,817,609,848,925,180,239,742
587,5577,14005,20TH STREET NW AND G STREET NW//G STREET NW AND 20TH STREET NW,-77.04490846,38.89832272,2602,2193,405,280,605,480,716,556,663,671,213,206,7934
588,5616,13175,THOMAS CIRCLE NW AND VERMONT AVENUE NW//VERMONT AVENUE NW AND THOMAS CIRCLE NW,-77.03176440000001,38.90597644,2444,2165,214,252,435,346,632,460,775,787,388,320,2413
589,4561,17524,C STREET SE AND 2ND STREET SE//2ND STREET SE AND C STREET SE,-77.00351368,38.88603901,2511,2163,483,208,578,475,582,560,641,717,227,203,2143
590,3333,20253,LINCOLN CIRCLE NE AND DRAPER DRIVE NE//DRAPER DRIVE NE AND LINCOLN CIRCLE NE,-76.99244772,38.90843691,2381,2157,245,166,413,371,584,582,700,687,439,351,3333
591,4194,15037,BRYANT STREET NW AND GEORGIA AVENUE NW//GEORGIA AVENUE NW AND BRYANT STREET NW,-77.02192262,38.91999084,1955,2153,227,250,480,526,563,636,429,483,256,258,93
592,5342,11274,PEACE MONUMENT CIRCLE NW AND 1ST STREET NW//1ST STREET NW AND PEACE MONUMENT CIRCLE NW,-77.01222673,38.89083448,2397,2151,149,66,710,542,893,853,482,551,163,139,7225
593,192,1949,MASSACHUSETTS AVENUE NW AND G STREET NW//G STREET NW AND MASSACHUSETTS AVENUE NW,-77.01118151,38.89833027,1892,2149,454,258,472,536,481,629,398,603,87,123,218
594,2841,17723,NORTH CAPITOL STREET AND K STREET NW//NORTH CAPITOL STREET AND K STREET NE//K STREET NW AND K STREET NE//K STREET NW AND NORTH CAPITOL STREET//K STREET NE AND NORTH CAPITOL STREET//K STREET NE AND K STREET NW,-77.00906427,38.90251486,2592,2144,551,418,463,476,608,504,692,589,278,157,2841
595,5595,144,H STREET NW AND NEW HAMPSHIRE AVENUE NW//NEW HAMPSHIRE AVENUE NW AND H STREET NW,-77.05288442,38.89957793,2059,2132,159,337,317,390,496,439,743,668,344,298,5650
596,3236,6399,NORTH CAPITOL STREET AND L STREET NE//L STREET NE AND NORTH CAPITOL STREET,-77.00906646,38.90373048,2273,2128,343,454,362,413,453,393,762,607,353,261,2841
597,3834,17768,NEW YORK AVENUE NW AND 18TH STREET NW//NEW YORK AVENUE NW AND E STREET NW//18TH STREET NW AND E STREET NW//18TH STREET NW AND NEW YORK AVENUE NW//E STREET NW AND 18TH STREET NW//E STREET NW AND NEW YORK AVENUE NW,-77.04171242,38.89598835,2223,2114,413,165,639,568,704,766,358,517,109,98,136
598,2429,19797,NEW MEXICO AVENUE NW AND NEBRASKA AVENUE NW//NEBRASKA AVENUE NW AND NEW MEXICO AVENUE NW,-77.08772826,38.93578091,1956,2111,266,171,500,486,548,676,440,506,202,272,2429
599,7468,18182,N STREET NW AND 15TH STREET NW//15TH STREET NW AND N STREET NW,-77.03456605,38.90724387,2703,2111,214,247,426,295,630,356,1005,832,428,381,2413
