,Unnamed: 0,unique_intersection_id,INTERSECTIONID,FULLINTERSECTION,LONGITUDE,LATITUDE,all_dropoffs,all_pickups,morning_dropoffs,morning_pickups,late_morning_dropoffs,late_morning_pickups,afternoon_dropoffs,afternoon_pickups,evening_dropoffs,evening_pickups,late_evening_dropoffs,late_evening_pickups
7368,663,664,13987,EAST BEACH DRIVE NW AND REDWOOD TERRACE NW//REDWOOD TERRACE NW AND EAST BEACH DRIVE NW,-77.04302457,38.98882516,0,1,0,0,0,1,0,0,0,0,0,0
7369,4467,4468,11615,TRENTON PLACE SE AND BROTHERS PLACE SE//BROTHERS PLACE SE AND TRENTON PLACE SE//BROTHERS PLACE SE AND BROTHERS PLACE SE,-77.00524732,38.84088678,3,1,0,0,0,0,2,0,1,0,0,1
7370,1586,1587,-640,KENILWORTH AVENUE NE AND KENILWORTH AVENUE NE,-76.95079270000002,38.89700909,6,1,0,1,1,0,0,0,5,0,0,0
7371,1588,1589,-361,KENILWORTH AVENUE NE AND KENILWORTH AVENUE NE,-76.93662183,38.90931113,1,1,0,0,0,0,1,1,0,0,0,0
7372,1589,1590,-583,EAST CAPITOL STREET BN AND KENILWORTH AVENUE NE,-76.95979361,38.88979605,4,1,0,0,0,1,2,0,1,0,1,0
7373,7645,7646,11515,W STREET SE AND FORT BAKER DRIVE SE//FORT BAKER DRIVE SE AND W STREET SE,-76.96735202,38.86326424,4,1,0,0,2,1,0,0,1,0,1,0
7374,7646,7647,18173,BRANCH AVENUE SE AND FRANKFORD STREET SE//FRANKFORD STREET SE AND BRANCH AVENUE SE,-76.958919,38.85645526,0,1,0,0,0,0,0,0,0,1,0,0
7375,6156,6157,13825,59TH STREET NE AND CLAY STREET NE//CLAY STREET NE AND 59TH STREET NE,-76.91640931,38.89289758,5,1,0,1,2,0,1,0,0,0,2,0
7376,8030,8031,-493,PARK PLACE NW AND MICHIGAN AVENUE NW,-77.01802607,38.92876651,6,1,0,1,0,0,2,0,4,0,0,0
7377,3513,3514,14358,CALL PLACE SE AND SOUTHERN AVENUE SE//SOUTHERN AVENUE SE AND CALL PLACE SE,-76.92158427,38.88335724,9,1,3,0,0,0,2,0,3,1,1,0
7378,3512,3513,14786,ERIE STREET SE AND SOUTHERN AVENUE SE//SOUTHERN AVENUE SE AND ERIE STREET SE,-76.95641537,38.85622228,1,1,0,0,0,1,0,0,1,0,0,0
7379,8019,8020,18212,KANE PLACE NE AND 47TH PLACE NE//47TH PLACE NE AND KANE PLACE NE,-76.93459943,38.90362319,1,1,0,0,0,1,0,0,1,0,0,0
7380,1381,1382,17661,42ND STREET NE AND LEE STREET NE//LEE STREET NE AND 42ND STREET NE,-76.94341149,38.90371499,3,1,0,1,0,0,0,0,1,0,2,0
7381,6084,6085,10940,BROOKLEY AVENUE SW AND RICE STREET SW//RICE STREET SW AND BROOKLEY AVENUE SW,-77.01348338,38.83906218,0,1,0,0,0,0,0,0,0,0,0,1
7382,6086,6087,17644,JOLIET STREET SW AND SOUTH CAPITOL TERRACE SW//SOUTH CAPITOL TERRACE SW AND JOLIET STREET SW,-77.00724058,38.8200019,2,1,0,0,0,0,0,0,1,1,1,0
7383,1387,1388,17495,BLAIR ROAD NE AND LONGFELLOW STREET NE//LONGFELLOW STREET NE AND BLAIR ROAD NE,-77.00816649,38.95765953,6,1,0,0,2,0,0,0,4,0,0,1
7384,8025,8026,16987,MANSION DRIVE NW AND MANSION DRIVE NW,-77.07845839,38.91606694,1,1,0,0,0,0,0,0,0,1,1,0
7385,4299,4300,17023,GREENVALE STREET NW AND CHESTNUT STREET NW//CHESTNUT STREET NW AND GREENVALE STREET NW,-77.05717232,38.9803766,4,1,0,0,3,0,1,0,0,1,0,0
7386,7693,7694,15412,GEORGETOWN COURT NW AND GEORGETOWN COURT NW,-77.07645409999998,38.91369358,3,1,0,0,1,1,1,0,1,0,0,0
7387,1396,1397,11572,56TH PLACE NE AND CLAY PLACE NE//CLAY PLACE NE AND 56TH PLACE NE,-76.91994155,38.89392611,5,1,0,0,2,0,1,1,2,0,0,0
7388,6091,6092,20429,CHANDLER STREET SW AND TINKER STREET SW//TINKER STREET SW AND CHANDLER STREET SW,-77.01791438,38.83997081,0,1,0,0,0,0,0,1,0,0,0,0
7389,5550,5551,19219,SOUTH CAPITOL STREET AND OVERLOOK AVENUE SW//OVERLOOK AVENUE SW AND SOUTH CAPITOL STREET,-77.00919033,38.83959121,1,1,0,0,0,1,0,0,1,0,0,0
7390,6107,6108,-615,CONSTITUTION AVENUE NW AND INTERSTATE 66 INTERSTATE,-77.05348898,38.8940774,2,1,0,1,0,0,1,0,1,0,0,0
7391,6148,6149,13234,6TH PLACE NE AND BUCHANAN STREET NE//BUCHANAN STREET NE AND 6TH PLACE NE,-76.99837739,38.94627118,3,1,0,0,0,0,2,0,1,1,0,0
7392,6108,6109,-60,INTERSTATE 295 NORTHBOUND OVER SOUTH CAPITOL STREET BN,-77.00894714,38.83845974,0,1,0,0,0,0,0,0,0,0,0,1
7393,875,876,15889,BRENTWOOD ROAD NE AND 16TH STREET NE//16TH STREET NE AND BRENTWOOD ROAD NE,-76.98227575,38.92736585,1,1,0,0,0,0,1,0,0,1,0,0
7394,6113,6114,-103,OHIO DRIVE SW UNDER INTERSTATE 395,-77.03142617,38.88008891,3,1,1,0,1,0,0,0,1,0,0,1
7395,6119,6120,-703,SOUTH CAPITOL STREET BN AND INTERSTATE 295 INTERSTATE,-77.00802738,38.83644279999999,1,1,0,0,0,0,0,1,1,0,0,0
7396,1441,1442,16825,62ND AVENUE NE AND EASTERN AVENUE NE//EASTERN AVENUE NE AND 62ND AVENUE NE,-76.91286769,38.89558409,2,1,1,0,0,0,1,0,0,1,0,0
7397,5528,5529,15523,10TH STREET SE AND N STREET SE//N STREET SE AND 10TH STREET SE,-76.99266388,38.87461502,4,1,2,0,0,1,2,0,0,0,0,0
7398,1447,1448,16572,NANNIE HELEN BURROUGHS AVENUE NE AND EASTERN AVENUE NE//EASTERN AVENUE NE AND NANNIE HELEN BURROUGHS AVENUE NE,-76.91648116,38.89841389,0,1,0,0,0,0,0,0,0,1,0,0
7399,6137,6138,-570,B STREET SE AND EAST CAPITOL STREET,-76.94958818,38.88933065,0,1,0,1,0,0,0,0,0,0,0,0
7400,6138,6139,-571,B STREET SE AND EAST CAPITOL STREET,-76.95071766,38.88865415,5,1,1,0,0,0,1,0,2,1,1,0
7401,7658,7659,18655,4TH AVENUE SW AND E STREET SW//E STREET SW AND 4TH AVENUE SW,-77.01607282,38.86222109,0,1,0,0,0,0,0,1,0,0,0,0
7402,7654,7655,-351,INTERSTATE 395 INTERSTATE BN AND D STREET SW,-77.01277145,38.88355637,1,1,0,1,1,0,0,0,0,0,0,0
7403,4392,4393,19265,40TH PLACE SE AND E STREET SE//E STREET SE AND 40TH PLACE SE,-76.94524361,38.88285212,1,1,0,0,0,0,1,1,0,0,0,0
7404,3472,3473,19335,19TH PLACE NE AND UPSHUR STREET NE//UPSHUR STREET NE AND 19TH PLACE NE,-76.97727938,38.94179061,0,1,0,0,0,0,0,0,0,0,0,1
7405,5318,5319,15644,BRANCH AVENUE SE AND RANDLE CIRCLE SE//RANDLE CIRCLE SE AND BRANCH AVENUE SE,-76.96140174,38.87757616,3,1,0,0,0,0,0,0,1,0,2,1
7406,6035,6036,17070,42ND PLACE NE AND MEADE STREET NE//MEADE STREET NE AND 42ND PLACE NE,-76.94187661,38.90562077,0,1,0,0,0,0,0,1,0,0,0,0
7407,5124,5125,17300,NORTHAMPTON STREET NW AND 30TH STREET NW//30TH STREET NW AND NORTHAMPTON STREET NW,-77.06237458,38.96580988,4,1,0,0,0,0,3,1,1,0,0,0
7408,5029,5030,15864,MCGUIRE AVENUE SW AND WRIGHT CIRCLE SW,-77.02491539,38.82895506,0,1,0,0,0,0,0,1,0,0,0,0
7409,2055,2056,18336,UNDERWOOD STREET NW AND 16TH STREET NW//16TH STREET NW AND UNDERWOOD STREET NW,-77.03637415,38.96875137,3,1,0,0,1,1,1,0,1,0,0,0
7410,3144,3145,14122,BANGOR STREET SE AND 32ND STREET SE//32ND STREET SE AND BANGOR STREET SE,-76.96149537,38.86049588,1,1,0,0,1,0,0,0,0,1,0,0
7411,3143,3144,17881,W PLACE SE AND 32ND STREET SE//32ND STREET SE AND W PLACE SE,-76.96148629,38.86366494,2,1,0,0,0,1,0,0,1,0,1,0
7412,6622,6623,15744,MAIN DRIVE NW AND 12TH STREET NW//12TH STREET NW AND MAIN DRIVE NW,-77.02832436,38.97387762,1,1,0,0,0,0,0,0,1,0,0,1
7413,7146,7147,11621,ROBBINS ROAD SW AND WATSON ROAD SW,-77.01335564,38.85874536,0,1,0,0,0,0,0,0,0,1,0,0
7414,4659,4660,18105,V STREET SE AND FORT DAVIS STREET SE//FORT DAVIS STREET SE AND V STREET SE,-76.95034503,38.86428439,2,1,0,0,0,1,2,0,0,0,0,0
7415,8397,8398,17684,EASTERN AVENUE NE AND 57TH PLACE NE//57TH PLACE NE AND EASTERN AVENUE NE,-76.91819736,38.89976449,1,1,0,1,0,0,1,0,0,0,0,0
7416,6762,6763,16217,4TH AVENUE SW AND B STREET SW//B STREET SW AND 4TH AVENUE SW,-77.01604482,38.87025093,2,1,0,0,0,0,0,0,1,0,1,1
7417,2081,2082,14973,55TH STREET NE AND HAYES STREET NE//HAYES STREET NE AND 55TH STREET NE,-76.92189376,38.89912004,2,1,0,0,0,0,0,1,1,0,1,0
7418,2271,2272,18245,PERIMETER WEST ROAD SW AND SOLIDS ROAD SW//SOLIDS ROAD SW AND PERIMETER WEST ROAD SW,-77.0250523,38.81640929,0,1,0,0,0,0,0,0,0,1,0,0
7419,2084,2085,-657,NORTH CAPITOL STREET BN AND IRVING STREET NE,-77.00613322,38.93376184,2,1,0,0,1,1,0,0,1,0,0,0
7420,7142,7143,17824,LUKE AVENUE SW AND TINKER STREET SW//TINKER STREET SW AND LUKE AVENUE SW,-77.01575213,38.83949358,0,1,0,1,0,0,0,0,0,0,0,0
7421,4667,4668,17058,44TH PLACE SE AND H STREET SE//H STREET SE AND 44TH PLACE SE,-76.93736773,38.8786571,7,1,3,0,0,0,4,0,0,1,0,0
7422,3091,3092,19082,28TH STREET NE AND NEWTON STREET NE//NEWTON STREET NE AND 28TH STREET NE,-76.96816074,38.93409765,6,1,0,0,1,0,0,0,3,0,2,1
7423,2090,2091,13683,HUNT PLACE NE AND JAY STREET NE//JAY STREET NE AND HUNT PLACE NE,-76.92215918,38.90097585,1,1,0,0,0,0,1,1,0,0,0,0
7424,3083,3084,13875,61ST STREET NE AND CLAY STREET NE//CLAY STREET NE AND 61ST STREET NE,-76.91367072,38.89289271,1,1,0,0,0,0,0,1,1,0,0,0
7425,3078,3079,18096,EASTERN AVENUE NE AND CHILLUM PLACE NE//CHILLUM PLACE NE AND EASTERN AVENUE NE,-76.99035287,38.95623899,1,1,0,0,1,0,0,1,0,0,0,0
7426,2230,2231,13735,OVERLOOK AVENUE SW AND LABORATORY ROAD SW//LABORATORY ROAD SW AND OVERLOOK AVENUE SW,-77.01737890000003,38.82248636,1,1,1,0,0,0,0,1,0,0,0,0
7427,2898,2899,10895,PERSHING DRIVE NW AND MARSHALL DRIVE NW//MARSHALL DRIVE NW AND PERSHING DRIVE NW//PERSHING DRIVE NW AND MARSHALL DRIVE NW,-77.01585113,38.93879987,7,1,2,0,1,1,2,0,1,0,1,0
7428,8252,8253,15064,CHAPLIN STREET SE AND RIDGE ROAD SE//RIDGE ROAD SE AND CHAPLIN STREET SE,-76.93791872,38.87442669,2,1,0,0,0,1,0,0,1,0,1,0
7429,2780,2781,16258,38TH STREET NW AND HUNTINGTON STREET NW//HUNTINGTON STREET NW AND 38TH STREET NW,-77.07459482,38.95768592,3,1,0,0,0,0,1,0,1,1,1,0
7430,5010,5011,18745,W STREET SE AND 32ND STREET SE//32ND STREET SE AND W STREET SE,-76.96148705,38.86288247,1,1,0,0,0,0,0,0,1,0,0,1
7431,5011,5012,15715,G STREET SE AND 32ND STREET SE//32ND STREET SE AND G STREET SE,-76.96145314,38.88023697,3,1,0,0,0,0,2,0,1,1,0,0
7432,6827,6828,10822,UPPER HOSPITAL ROAD NW AND EISENHOWER SHERIDAN ROAD NW//EISENHOWER SHERIDAN ROAD NW AND UPPER HOSPITAL ROAD NW,-77.00921733,38.93944293,3,1,0,0,1,0,2,0,0,1,0,0
7433,2618,2619,14810,MANNING PLACE NW AND PALISADE LANE NW//PALISADE LANE NW AND MANNING PLACE NW,-77.1061309,38.93395921,4,1,0,0,1,0,1,1,1,0,1,0
7434,6980,6981,10479,ARNOLD DRIVE NW AND LOWER HOSPITAL ROAD NW//LOWER HOSPITAL ROAD NW AND ARNOLD DRIVE NW,-77.01221729,38.93533595,0,1,0,1,0,0,0,0,0,0,0,0
7435,6584,6585,12303,MCCHORD STREET SW AND CASTLE AVENUE SW//CASTLE AVENUE SW AND MCCHORD STREET SW,-77.01399184,38.84100957,0,1,0,0,0,0,0,0,0,0,0,1
7436,8404,8405,17909,BRANCH AVENUE SE AND 33RD STREET SE//33RD STREET SE AND BRANCH AVENUE SE,-76.95985406,38.86648763,0,1,0,1,0,0,0,0,0,0,0,0
7437,4816,4817,14564,TEXAS AVENUE SE AND 28TH PLACE SE//28TH PLACE SE AND TEXAS AVENUE SE,-76.96669329,38.86772204,2,1,0,0,0,0,0,1,1,0,1,0
7438,4655,4656,13388,ATLANTIC STREET SE AND 4TH STREET SE//4TH STREET SE AND ATLANTIC STREET SE,-77.0005709,38.83095985,2,1,0,0,0,0,0,1,1,0,1,0
7439,6590,6591,16414,TYNDALL STREET SW AND DUNCAN AVENUE SW//DUNCAN AVENUE SW AND TYNDALL STREET SW,-77.01633884,38.83274292,1,1,0,0,0,0,0,0,0,0,1,1
7440,3165,3166,13577,RIDGE ROAD SE AND 44TH PLACE SE//44TH PLACE SE AND RIDGE ROAD SE,-76.93609371,38.87346198,3,1,0,0,0,1,3,0,0,0,0,0
7441,3164,3165,13578,BOWEN ROAD SE AND 44TH PLACE SE//44TH PLACE SE AND BOWEN ROAD SE,-76.93622234,38.87318748,2,1,0,1,0,0,1,0,1,0,0,0
7442,8249,8250,14734,ALABAMA AVENUE SE AND R STREET SE//R STREET SE AND ALABAMA AVENUE SE,-76.94980696,38.86704344,4,1,0,0,1,0,1,1,1,0,1,0
7443,3158,3159,17123,SOUTHERN AVENUE SE AND 36TH PLACE SE//36TH PLACE SE AND SOUTHERN AVENUE SE//SOUTHERN AVENUE SE AND OXON RUN PLACE SE//OXON RUN PLACE SE AND SOUTHERN AVENUE SE//OXON RUN PLACE SE AND 36TH PLACE SE//36TH PLACE SE AND OXON RUN PLACE SE,-76.9536844,38.85834867,0,1,0,0,0,0,0,1,0,0,0,0
7444,275,276,17048,MCKINLEY STREET NW AND 29TH STREET NW//29TH STREET NW AND MCKINLEY STREET NW,-77.05874591,38.96490454,4,1,0,0,0,0,4,1,0,0,0,0
7445,8312,8313,-178,INTERSTATE 66 EASTBOUND UNDER CONSTITUTION AVENUE NW,-77.05378954,38.89404151,1,1,0,1,0,0,1,0,0,0,0,0
7446,289,290,17195,WESTERN AVENUE NW AND 32ND STREET NW//32ND STREET NW AND WESTERN AVENUE NW,-77.05657954,38.98353706,0,1,0,0,0,1,0,0,0,0,0,0
7447,3059,3060,-369,KENILWORTH AVENUE NE AND BENNING ROAD NE,-76.95286171,38.89471515,0,1,0,0,0,0,0,0,0,1,0,0
7448,8412,8413,14082,EASTERN AVENUE NE AND NASH STREET NE//NASH STREET NE AND EASTERN AVENUE NE,-76.92769401,38.90721392,7,1,1,0,1,0,3,0,2,1,0,0
7449,7141,7142,17561,BRANDYWINE STREET SW AND SOUTH CAPITOL TERRACE SW//SOUTH CAPITOL TERRACE SW AND BRANDYWINE STREET SW,-77.00906332,38.8298865,2,1,0,1,0,0,1,0,1,0,0,0
7450,330,331,20514,DEERFIELD ROAD NW AND CHESTNUT LANE NW//CHESTNUT LANE NW AND DEERFIELD ROAD NW,-77.08789995,38.91795308,3,1,0,0,0,0,2,0,1,1,0,0
7451,6938,6939,14739,39TH STREET NW AND INGOMAR STREET NW//INGOMAR STREET NW AND 39TH STREET NW,-77.07714385,38.95835917,0,1,0,0,0,0,0,1,0,0,0,0
7452,3009,3010,17435,FRANKFORD STREET SE AND 17TH PLACE SE//17TH PLACE SE AND FRANKFORD STREET SE,-76.97965924,38.85617632,8,1,0,0,3,1,0,0,2,0,3,0
7453,2943,2944,-177,INTERSTATE 66 WESTBOUND UNDER CONSTITUTION AVENUE NW,-77.05391925,38.89400856,0,1,0,0,0,0,0,0,0,1,0,0
7454,2127,2128,18742,HALLEY PLACE SE AND HALLEY TERRACE SE//HALLEY TERRACE SE AND HALLEY PLACE SE,-77.00708824,38.83523109,2,1,0,1,1,0,1,0,0,0,0,0
7455,5046,5047,726,NANNIE HELEN BURROUGHS AVENUE NE AND KENILWORTH AVENUE NE//KENILWORTH AVENUE NE AND NANNIE HELEN BURROUGHS AVENUE NE,-76.94360074,38.90233415,0,1,0,0,0,0,0,0,0,0,0,1
7456,8283,8284,18570,GALVESTON PLACE SE AND BARNABY ROAD SE//BARNABY ROAD SE AND GALVESTON PLACE SE,-76.99802075,38.82422663,2,1,0,0,0,1,0,0,2,0,0,0
7457,7116,7117,-328,MASSACHUSETTS AVENUE NW OVER ROCK CREEK & POTOMAC PARKWAY NW,-77.05803464,38.91755646,8,1,2,0,2,0,2,0,1,0,1,1
7458,4842,4843,18069,20TH STREET NE AND CHANNING STREET NE//CHANNING STREET NE AND 20TH STREET NE,-76.97618209,38.92234695,0,1,0,0,0,0,0,1,0,0,0,0
7459,2960,2961,14209,NORTH CAPITOL STREET AND MADISON STREET NW//MADISON STREET NE AND NORTH CAPITOL STREET//MADISON STREET NW AND NORTH CAPITOL STREET//NORTH CAPITOL STREET AND MADISON STREET NE//MADISON STREET NE AND MADISON STREET NW//MADISON STREET NW AND MADISON STREET NE,-77.00904728,38.95872973,2,1,0,0,0,0,1,0,1,1,0,0
7460,4835,4836,14416,4TH STREET SE AND NEWCOMB STREET SE//NEWCOMB STREET SE AND 4TH STREET SE,-77.00286981,38.84799588,4,1,1,0,1,0,1,0,0,0,1,1
7461,2130,2131,5708,H STREET SE AND HANNA PLACE SE//HANNA PLACE SE AND H STREET SE,-76.93586099,38.87865547,2,1,1,0,1,0,0,1,0,0,0,0
7462,7259,7260,17138,CHANUTE PLACE SW AND MCGUIRE AVENUE SW//MCGUIRE AVENUE SW AND CHANUTE PLACE SW,-77.02488453,38.83126285,1,1,0,0,1,0,0,1,0,0,0,0
7463,7122,7123,19014,U STREET SE AND BRANCH AVENUE SE//BRANCH AVENUE SE AND U STREET SE,-76.95963532,38.8653279,2,1,0,1,0,0,1,0,1,0,0,0
7464,2988,2989,15169,PLYMOUTH STREET NW AND SUDBURY LANE NW//SUDBURY LANE NW AND PLYMOUTH STREET NW,-77.04477425,38.98672109,3,1,0,0,1,0,1,1,0,0,1,0
7465,2135,2136,13707,PARK DRIVE SE AND HILLCREST DRIVE SE//HILLCREST DRIVE SE AND PARK DRIVE SE,-76.96756888,38.86554009,1,1,0,0,1,1,0,0,0,0,0,0
7466,7123,7124,15652,WACLARK PLACE SE AND BROTHERS PLACE SE//BROTHERS PLACE SE AND WACLARK PLACE SE,-77.00185929,38.84351014,1,1,0,0,0,0,0,0,1,0,0,1
7467,5189,5190,-353,MARTIN LUTHER KING JR AVENUE SE AND GOOD HOPE ROAD SE,-76.98831171,38.86888694,5,1,1,0,2,0,0,0,2,1,0,0
7468,4827,4828,19790,15TH STREET SE AND MISSISSIPPI AVENUE SE//MISSISSIPPI AVENUE SE AND 15TH STREET SE,-76.98257015,38.84162231,22,1,1,0,1,0,4,0,16,1,0,0
7469,6752,6753,19763,G STREET SE AND HILLTOP TERRACE SE//HILLTOP TERRACE SE AND G STREET SE,-76.94249142,38.88049483,2,1,0,0,0,0,1,1,0,0,1,0
7470,5214,5215,17452,MARCH CIRCLE SW AND ARNOLD AVENUE SW//ARNOLD AVENUE SW AND MARCH CIRCLE SW,-77.02328579,38.83818673,0,1,0,0,0,0,0,0,0,1,0,0
7471,4691,4692,14883,SHERIFF ROAD NE AND 45TH STREET NE//45TH STREET NE AND SHERIFF ROAD NE,-76.93782836,38.90274493,3,1,0,0,0,0,1,1,2,0,0,0
7472,3058,3059,13839,EASTERN AVENUE NE AND BEAVER HTS LANE NE//QUARLES STREET NE AND EASTERN AVENUE NE//BEAVER HTS LANE NE AND EASTERN AVENUE NE//EASTERN AVENUE NE AND QUARLES STREET NE//QUARLES STREET NE AND BEAVER HTS LANE NE//BEAVER HTS LANE NE AND QUARLES STREET NE,-76.92951213,38.90863212,1,1,0,0,0,0,1,0,0,1,0,0
7473,7179,7180,19891,TOBIAS DRIVE SE AND STANTON ROAD SE//STANTON ROAD SE AND TOBIAS DRIVE SE,-76.98099553,38.84995884,2,1,0,0,1,0,0,1,0,0,1,0
7474,2581,2582,10881,LOWER HOSPITAL ROAD NW AND EISENHOWER SHERIDAN ROAD NW//EISENHOWER SHERIDAN ROAD NW AND LOWER HOSPITAL ROAD NW,-77.00804068,38.93884487,2,1,0,0,0,0,0,0,1,1,1,0
7475,3042,3043,-729,SOUTH CAPITOL STREET BN AND MALCOLM X AVENUE SE,-77.00854220000002,38.84321671,2,1,0,0,2,1,0,0,0,0,0,0
7476,2167,2168,14463,CHAPPIE JAMES BOULEVARD SW AND ANDREWS CIRCLE SW//ANGELL STREET SW AND CHAPPIE JAMES BOULEVARD SW//ANGELL STREET SW AND ANDREWS CIRCLE SW//ANDREWS CIRCLE SW AND CHAPPIE JAMES BOULEVARD SW//ANDREWS CIRCLE SW AND ANGELL STREET SW//CHAPPIE JAMES BOULEVARD SW AND ANGELL STREET SW,-77.01996996,38.83582469,1,1,0,0,1,0,0,0,0,1,0,0
7477,6683,6684,13948,FOXHALL CRESCENT NW AND 46TH STREET NW//46TH STREET NW AND FOXHALL CRESCENT NW,-77.09217993,38.9212049,1,1,0,0,0,0,1,1,0,0,0,0
7478,3039,3040,13384,BRANCH AVENUE SE AND M STREET SE//ANACOSTIA ROAD SE AND M STREET SE//BRANCH AVENUE SE AND ANACOSTIA ROAD SE//M STREET SE AND BRANCH AVENUE SE//M STREET SE AND ANACOSTIA ROAD SE//ANACOSTIA ROAD SE AND BRANCH AVENUE SE,-76.96116531,38.87565129,2,1,0,0,0,0,2,0,0,1,0,0
7479,6701,6702,-69,MILITARY ROAD NW OVER BEACH DRIVE NW,-77.04324899,38.96147353,2,1,0,0,0,0,1,0,1,1,0,0
7480,7135,7136,18371,23RD STREET SE AND SKYLAND TERRACE SE//SKYLAND TERRACE SE AND 23RD STREET SE,-76.97383399,38.86058604,6,1,0,0,2,0,2,0,1,1,1,0
7481,5211,5212,-18,OHIO DRIVE SW UNDER 14TH STREET SW,-77.03346058,38.88155959,3,1,0,0,0,0,2,0,1,1,0,0
7482,5064,5065,13745,TAYLOR STREET NE AND MICHIGAN AVENUE NE//MICHIGAN AVENUE NE AND TAYLOR STREET NE,-76.98799927,38.94072189,6,1,1,0,2,0,0,1,2,0,1,0
7483,6753,6754,-630,SUITLAND PARKWAY SE AND HOWARD ROAD SE,-77.00121850000002,38.86442208,2,1,0,0,0,0,1,0,0,1,1,0
7484,4672,4673,-449,INTERSTATE 295 INTERSTATE BN AND I STREET SE,-76.99081732,38.87768855,2,1,0,0,0,1,1,0,0,0,1,0
7485,331,332,17324,FESSENDEN STREET NW AND CHEVY CHASE PARKWAY NW//CHEVY CHASE PARKWAY NW AND FESSENDEN STREET NW,-77.07321878,38.95469353,4,1,0,0,0,0,3,1,1,0,0,0
7486,8278,8279,16173,EASTERN AVENUE NE AND PERRY STREET NE//PERRY STREET NE AND EASTERN AVENUE NE,-76.96507743,38.93647577,5,1,1,0,0,1,1,0,1,0,2,0
7487,8411,8412,-642,KENILWORTH AVENUE NE AND NASH STREET NE,-76.93919292,38.90642461,1,1,0,0,0,0,0,0,1,1,0,0
7488,8195,8196,-526,INTERSTATE 395 INTERSTATE BN AND OHIO DRIVE SW,-77.03180321,38.87991786,4,1,0,0,0,0,2,1,2,0,0,0
7489,6997,6998,15204,GAINESVILLE STREET SE AND 33RD STREET SE//33RD STREET SE AND GAINESVILLE STREET SE,-76.96019314,38.85538613,0,1,0,0,0,0,0,0,0,0,0,1
7490,1916,1917,16873,UPTON STREET NW AND 51ST STREET NW//51ST STREET NW AND UPTON STREET NW,-77.10104021,38.94221118,2,1,0,0,0,0,0,0,2,1,0,0
7491,6534,6535,19248,MALCOLM X AVENUE SW AND MALCOLM X AVENUE SE//MALCOLM X AVENUE SE AND MALCOLM X AVENUE SW,-77.00835438,38.84509489,0,1,0,0,0,0,0,0,0,1,0,0
7492,4617,4618,17145,A STREET SE AND 56TH PLACE SE//56TH PLACE SE AND A STREET SE,-76.92036887,38.88836767,1,1,0,0,0,0,0,0,1,1,0,0
7493,4913,4914,13390,55TH STREET NE AND JAMES PLACE NE//JAMES PLACE NE AND 55TH STREET NE,-76.92181672,38.89967256,1,1,0,0,0,1,1,0,0,0,0,0
7494,4897,4898,6771,BRENTWOOD ROAD NE AND HAMLIN STREET NE//HAMLIN STREET NE AND BRENTWOOD ROAD NE,-76.98128688,38.92806916,6,1,0,0,2,0,0,0,4,1,0,0
7495,6538,6539,16901,34TH PLACE SE AND MASSACHUSETTS AVENUE SE//MASSACHUSETTS AVENUE SE AND 34TH PLACE SE,-76.95624888,38.87596192,0,1,0,0,0,0,0,0,0,1,0,0
7496,7169,7170,16324,55TH STREET SE AND CENTRAL AVENUE SE//CENTRAL AVENUE SE AND 55TH STREET SE,-76.92203791,38.88641517,5,1,0,1,0,0,4,0,1,0,0,0
7497,7024,7025,19750,WEBSTER STREET NE AND 16TH STREET NE//16TH STREET NE AND WEBSTER STREET NE,-76.98364242,38.94423112,1,1,1,0,0,0,0,0,0,0,0,1
7498,1897,1898,18877,RODMAN STREET NW AND COREY PLACE NW//COREY PLACE NW AND RODMAN STREET NW,-77.09328668,38.93937074,2,1,0,1,0,0,0,0,2,0,0,0
7499,4998,4999,18037,SKYLAND PLACE SE AND 23RD STREET SE//23RD STREET SE AND SKYLAND PLACE SE,-76.97416208,38.86026046,2,1,0,0,0,0,0,0,0,0,2,1
7500,8213,8214,15246,CYPRESS STREET SE AND POPLAR STREET SE//POPLAR STREET SE AND CYPRESS STREET SE,-76.99398545,38.84744696,2,1,0,0,0,0,1,0,1,0,0,1
7501,7159,7160,12373,14TH STREET NE AND SHEPHERD STREET NE//SHEPHERD STREET NE AND 14TH STREET NE,-76.98588061,38.9396552,4,1,0,1,1,0,0,0,0,0,3,0
7502,7198,7199,17262,12TH STREET NE AND UPSHUR STREET NE//UPSHUR STREET NE AND 12TH STREET NE,-76.99023578,38.94179637,4,1,0,0,1,1,1,0,1,0,1,0
7503,235,236,13338,49TH STREET NW AND HILLBROOK LANE NW//HILLBROOK LANE NW AND 49TH STREET NW,-77.09629783,38.93693029,2,1,0,1,1,0,0,0,0,0,1,0
7504,183,184,17475,HAWTHORNE STREET NW AND FOXHALL ROAD NW//FOXHALL ROAD NW AND HAWTHORNE STREET NW,-77.09070942,38.92886827,1,1,0,0,0,0,0,0,1,0,0,1
7505,3211,3212,15307,FOOTE STREET NE AND 56TH STREET NE//56TH STREET NE AND FOOTE STREET NE,-76.92051893,38.89714339,1,1,0,0,0,0,1,1,0,0,0,0
